symbol,company_name,sector,index
LEN,Lennar,Homebuilding,SP500
LII,Lennox International,Building Products,SP500
LLY,Lilly (Eli),Pharmaceuticals,SP500
LIN,Linde plc,Industrial Gases,SP500
LYV,Live Nation Entertainment,Movies & Entertainment,SP500
LKQ,LKQ Corporation,Distributors,SP500
LMT,Lockheed Martin,Aerospace & Defense,SP500
L,Loews Corporation,Multi-line Insurance,SP500
LOW,Lowe's,Home Improvement Retail,SP500
LULU,Lululemon Athletica,"Apparel, Accessories & Luxury Goods",SP500
LYB,LyondellBasell,Specialty Chemicals,SP500
MTB,M&T Bank,Regional Banks,SP500
MPC,Marathon Petroleum,Oil & Gas Refining & Marketing,SP500
MKTX,MarketAxess,Financial Exchanges & Data,SP500
MAR,Marriott International,"Hotels, Resorts & Cruise Lines",SP500
MMC,Marsh McLennan,Insurance Brokers,SP500
MLM,Martin Marietta Materials,Construction Materials,SP500
MAS,Masco,Building Products,SP500
MA,Mastercard,Transaction & Payment Processing Services,SP500
MTCH,Match Group,Interactive Media & Services,SP500
MKC,McCormick & Company,Packaged Foods & Meats,SP500
MCD,McDonald's,Restaurants,SP500
MCK,McKesson Corporation,Health Care Distributors,SP500
MDT,Medtronic,Health Care Equipment,SP500
MRK,Merck & Co.,Pharmaceuticals,SP500
META,Meta Platforms,Interactive Media & Services,SP500
MET,MetLife,Life & Health Insurance,SP500
MTD,Mettler Toledo,Life Sciences Tools & Services,SP500
MGM,MGM Resorts,Casinos & Gaming,SP500
MCHP,Microchip Technology,Semiconductors,SP500
MU,Micron Technology,Semiconductors,SP500
MSFT,Microsoft,Systems Software,SP500
MAA,Mid-America Apartment Communities,Multi-Family Residential REITs,SP500
MRNA,Moderna,Biotechnology,SP500
MHK,Mohawk Industries,Home Furnishings,SP500
MOH,Molina Healthcare,Managed Health Care,SP500
TAP,Molson Coors Beverage Company,Brewers,SP500
MDLZ,Mondelez International,Packaged Foods & Meats,SP500
MPWR,Monolithic Power Systems,Semiconductors,SP500
MNST,Monster Beverage,Soft Drinks & Non-alcoholic Beverages,SP500
MCO,Moody's Corporation,Financial Exchanges & Data,SP500
MS,Morgan Stanley,Investment Banking & Brokerage,SP500
MOS,Mosaic Company (The),Fertilizers & Agricultural Chemicals,SP500
MSI,Motorola Solutions,Communications Equipment,SP500
MSCI,MSCI Inc.,Financial Exchanges & Data,SP500
NDAQ,"Nasdaq, Inc.",Financial Exchanges & Data,SP500
NTAP,NetApp,"Technology Hardware, Storage & Peripherals",SP500
NFLX,Netflix,Movies & Entertainment,SP500
NEM,Newmont,Gold,SP500
NWSA,News Corp (Class A),Publishing,SP500
NWS,News Corp (Class B),Publishing,SP500
NEE,NextEra Energy,Multi-Utilities,SP500
NKE,"Nike, Inc.","Apparel, Accessories & Luxury Goods",SP500
NI,NiSource,Multi-Utilities,SP500
NDSN,Nordson Corporation,Industrial Machinery & Supplies & Components,SP500
NSC,Norfolk Southern,Rail Transportation,SP500
NTRS,Northern Trust,Asset Management & Custody Banks,SP500
NOC,Northrop Grumman,Aerospace & Defense,SP500
NCLH,Norwegian Cruise Line Holdings,"Hotels, Resorts & Cruise Lines",SP500
NRG,NRG Energy,Independent Power Producers & Energy Traders,SP500
NUE,Nucor,Steel,SP500
NVDA,Nvidia,Semiconductors,SP500
NVR,"NVR, Inc.",Homebuilding,SP500
NXPI,NXP Semiconductors,Semiconductors,SP500
ORLY,O’Reilly Automotive,Automotive Retail,SP500
OXY,Occidental Petroleum,Oil & Gas Exploration & Production,SP500
ODFL,Old Dominion,Cargo Ground Transportation,SP500
OMC,Omnicom Group,Advertising,SP500
ON,ON Semiconductor,Semiconductors,SP500
OKE,Oneok,Oil & Gas Storage & Transportation,SP500
ORCL,Oracle Corporation,Application Software,SP500
OTIS,Otis Worldwide,Industrial Machinery & Supplies & Components,SP500
PCAR,Paccar,Construction Machinery & Heavy Transportation Equipment,SP500
PKG,Packaging Corporation of America,Paper & Plastic Packaging Products & Materials,SP500
PLTR,Palantir Technologies,Application Software,SP500
PANW,Palo Alto Networks,Systems Software,SP500
PARA,Paramount Global,Movies & Entertainment,SP500
PH,Parker Hannifin,Industrial Machinery & Supplies & Components,SP500
PAYX,Paychex,Human Resource & Employment Services,SP500
PAYC,Paycom,Human Resource & Employment Services,SP500
PYPL,PayPal,Transaction & Payment Processing Services,SP500
PNR,Pentair,Industrial Machinery & Supplies & Components,SP500
PEP,PepsiCo,Soft Drinks & Non-alcoholic Beverages,SP500
PFE,Pfizer,Pharmaceuticals,SP500
PCG,PG&E Corporation,Multi-Utilities,SP500
PM,Philip Morris International,Tobacco,SP500
PSX,Phillips 66,Oil & Gas Refining & Marketing,SP500
PNW,Pinnacle West Capital,Multi-Utilities,SP500
PNC,PNC Financial Services,Diversified Banks,SP500
POOL,Pool Corporation,Distributors,SP500
PPG,PPG Industries,Specialty Chemicals,SP500
PPL,PPL Corporation,Electric Utilities,SP500
PFG,Principal Financial Group,Life & Health Insurance,SP500
PG,Procter & Gamble,Personal Care Products,SP500
PGR,Progressive Corporation,Property & Casualty Insurance,SP500
PLD,Prologis,Industrial REITs,SP500
PRU,Prudential Financial,Life & Health Insurance,SP500
PEG,Public Service Enterprise Group,Electric Utilities,SP500
PTC,PTC Inc.,Application Software,SP500
PSA,Public Storage,Self-Storage REITs,SP500
PHM,PulteGroup,Homebuilding,SP500
PWR,Quanta Services,Construction & Engineering,SP500
QCOM,Qualcomm,Semiconductors,SP500
DGX,Quest Diagnostics,Health Care Services,SP500
RL,Ralph Lauren Corporation,"Apparel, Accessories & Luxury Goods",SP500
RJF,Raymond James Financial,Investment Banking & Brokerage,SP500
RTX,RTX Corporation,Aerospace & Defense,SP500
O,Realty Income,Retail REITs,SP500
REG,Regency Centers,Retail REITs,SP500
REGN,Regeneron Pharmaceuticals,Biotechnology,SP500
RF,Regions Financial Corporation,Regional Banks,SP500
RSG,Republic Services,Environmental & Facilities Services,SP500
RMD,ResMed,Health Care Equipment,SP500
RVTY,Revvity,Health Care Equipment,SP500
ROK,Rockwell Automation,Electrical Components & Equipment,SP500
ROL,"Rollins, Inc.",Environmental & Facilities Services,SP500
ROP,Roper Technologies,Electronic Equipment & Instruments,SP500
ROST,Ross Stores,Apparel Retail,SP500
RCL,Royal Caribbean Group,"Hotels, Resorts & Cruise Lines",SP500
SPGI,S&P Global,Financial Exchanges & Data,SP500
CRM,Salesforce,Application Software,SP500
SBAC,SBA Communications,Telecom Tower REITs,SP500
SLB,Schlumberger,Oil & Gas Equipment & Services,SP500
STX,Seagate Technology,"Technology Hardware, Storage & Peripherals",SP500
SRE,Sempra,Multi-Utilities,SP500
NOW,ServiceNow,Systems Software,SP500
SHW,Sherwin-Williams,Specialty Chemicals,SP500
SPG,Simon Property Group,Retail REITs,SP500
SWKS,Skyworks Solutions,Semiconductors,SP500
SJM,J.M. Smucker Company (The),Packaged Foods & Meats,SP500
SW,Smurfit Westrock,Paper & Plastic Packaging Products & Materials,SP500
SNA,Snap-on,Industrial Machinery & Supplies & Components,SP500
SOLV,Solventum,Health Care Technology,SP500
SO,Southern Company,Electric Utilities,SP500
LUV,Southwest Airlines,Passenger Airlines,SP500
SWK,Stanley Black & Decker,Industrial Machinery & Supplies & Components,SP500
SBUX,Starbucks,Restaurants,SP500
STT,State Street Corporation,Asset Management & Custody Banks,SP500
STLD,Steel Dynamics,Steel,SP500
STE,Steris,Health Care Equipment,SP500
SYK,Stryker Corporation,Health Care Equipment,SP500
SMCI,Supermicro,"Technology Hardware, Storage & Peripherals",SP500
SYF,Synchrony Financial,Consumer Finance,SP500
SNPS,Synopsys,Application Software,SP500
SYY,Sysco,Food Distributors,SP500
TMUS,T-Mobile US,Wireless Telecommunication Services,SP500
TROW,T. Rowe Price,Asset Management & Custody Banks,SP500
TTWO,Take-Two Interactive,Interactive Home Entertainment,SP500
TPR,"Tapestry, Inc.","Apparel, Accessories & Luxury Goods",SP500
TRGP,Targa Resources,Oil & Gas Storage & Transportation,SP500
TGT,Target Corporation,Consumer Staples Merchandise Retail,SP500
TEL,TE Connectivity,Electronic Manufacturing Services,SP500
TDY,Teledyne Technologies,Electronic Equipment & Instruments,SP500
TER,Teradyne,Semiconductor Materials & Equipment,SP500
TSLA,"Tesla, Inc.",Automobile Manufacturers,SP500
TXN,Texas Instruments,Semiconductors,SP500
TPL,Texas Pacific Land Corporation,Oil & Gas Exploration & Production,SP500
TXT,Textron,Aerospace & Defense,SP500
TMO,Thermo Fisher Scientific,Life Sciences Tools & Services,SP500
TJX,TJX Companies,Apparel Retail,SP500
TKO,TKO Group Holdings,Movies & Entertainment,SP500
TSCO,Tractor Supply,Other Specialty Retail,SP500
TT,Trane Technologies,Building Products,SP500
TDG,TransDigm Group,Aerospace & Defense,SP500
TRV,Travelers Companies (The),Property & Casualty Insurance,SP500
TRMB,Trimble Inc.,Electronic Equipment & Instruments,SP500
TFC,Truist Financial,Diversified Banks,SP500
TYL,Tyler Technologies,Application Software,SP500
TSN,Tyson Foods,Packaged Foods & Meats,SP500
USB,U.S. Bancorp,Diversified Banks,SP500
UBER,Uber,Passenger Ground Transportation,SP500
UDR,"UDR, Inc.",Multi-Family Residential REITs,SP500
ULTA,Ulta Beauty,Other Specialty Retail,SP500
UNP,Union Pacific Corporation,Rail Transportation,SP500
UAL,United Airlines Holdings,Passenger Airlines,SP500
UPS,United Parcel Service,Air Freight & Logistics,SP500
URI,United Rentals,Trading Companies & Distributors,SP500
UNH,UnitedHealth Group,Managed Health Care,SP500
UHS,Universal Health Services,Health Care Facilities,SP500
VLO,Valero Energy,Oil & Gas Refining & Marketing,SP500
VTR,Ventas,Health Care REITs,SP500
VLTO,Veralto,Environmental & Facilities Services,SP500
VRSN,Verisign,Internet Services & Infrastructure,SP500
VRSK,Verisk Analytics,Research & Consulting Services,SP500
VZ,Verizon,Integrated Telecommunication Services,SP500
VRTX,Vertex Pharmaceuticals,Biotechnology,SP500
VTRS,Viatris,Pharmaceuticals,SP500
VICI,Vici Properties,Hotel & Resort REITs,SP500
V,Visa Inc.,Transaction & Payment Processing Services,SP500
VST,Vistra Corp.,Electric Utilities,SP500
VMC,Vulcan Materials Company,Construction Materials,SP500
WRB,W. R. Berkley Corporation,Property & Casualty Insurance,SP500
GWW,W. W. Grainger,Industrial Machinery & Supplies & Components,SP500
WAB,Wabtec,Construction Machinery & Heavy Transportation Equipment,SP500
WBA,Walgreens Boots Alliance,Drug Retail,SP500
WMT,Walmart,Consumer Staples Merchandise Retail,SP500
DIS,Walt Disney Company (The),Movies & Entertainment,SP500
WBD,Warner Bros. Discovery,Broadcasting,SP500
WM,Waste Management,Environmental & Facilities Services,SP500
WAT,Waters Corporation,Life Sciences Tools & Services,SP500
WEC,WEC Energy Group,Electric Utilities,SP500
WFC,Wells Fargo,Diversified Banks,SP500
WELL,Welltower,Health Care REITs,SP500
WST,West Pharmaceutical Services,Health Care Supplies,SP500
WDC,Western Digital,"Technology Hardware, Storage & Peripherals",SP500
WY,Weyerhaeuser,Timber REITs,SP500
WSM,"Williams-Sonoma, Inc.",Homefurnishing Retail,SP500
WMB,Williams Companies,Oil & Gas Storage & Transportation,SP500
WTW,Willis Towers Watson,Insurance Brokers,SP500
WDAY,"Workday, Inc.",Application Software,SP500
WYNN,Wynn Resorts,Casinos & Gaming,SP500
XEL,Xcel Energy,Multi-Utilities,SP500
XYL,Xylem Inc.,Industrial Machinery & Supplies & Components,SP500
YUM,Yum! Brands,Restaurants,SP500
ZBRA,Zebra Technologies,Electronic Equipment & Instruments,SP500
ZBH,Zimmer Biomet,Health Care Equipment,SP500
ZTS,Zoetis,Pharmaceuticals,SP500
