symbol,company_name,sector,index
SYK,Stryker Corporation,Health Care Equipment,SP500
SMCI,Supermicro,"Technology Hardware, Storage & Peripherals",SP500
SYF,Synchrony Financial,Consumer Finance,SP500
SNPS,Synopsys,Application Software,SP500
SYY,Sysco,Food Distributors,SP500
TMUS,T-Mobile US,Wireless Telecommunication Services,SP500
TROW,T. Rowe Price,Asset Management & Custody Banks,SP500
TTWO,Take-Two Interactive,Interactive Home Entertainment,SP500
TPR,"Tapestry, Inc.","Apparel, Accessories & Luxury Goods",SP500
TRGP,Targa Resources,Oil & Gas Storage & Transportation,SP500
TGT,Target Corporation,Consumer Staples Merchandise Retail,SP500
TEL,TE Connectivity,Electronic Manufacturing Services,SP500
TDY,Teledyne Technologies,Electronic Equipment & Instruments,SP500
TER,Teradyne,Semiconductor Materials & Equipment,SP500
TSLA,"Tesla, Inc.",Automobile Manufacturers,SP500
TXN,Texas Instruments,Semiconductors,SP500
TPL,Texas Pacific Land Corporation,Oil & Gas Exploration & Production,SP500
TXT,Textron,Aerospace & Defense,SP500
TMO,Thermo Fisher Scientific,Life Sciences Tools & Services,SP500
TJX,TJX Companies,Apparel Retail,SP500
TKO,TKO Group Holdings,Movies & Entertainment,SP500
TSCO,Tractor Supply,Other Specialty Retail,SP500
TT,Trane Technologies,Building Products,SP500
TDG,TransDigm Group,Aerospace & Defense,SP500
TRV,Travelers Companies (The),Property & Casualty Insurance,SP500
TRMB,Trimble Inc.,Electronic Equipment & Instruments,SP500
TFC,Truist Financial,Diversified Banks,SP500
TYL,Tyler Technologies,Application Software,SP500
TSN,Tyson Foods,Packaged Foods & Meats,SP500
USB,U.S. Bancorp,Diversified Banks,SP500
UBER,Uber,Passenger Ground Transportation,SP500
UDR,"UDR, Inc.",Multi-Family Residential REITs,SP500
ULTA,Ulta Beauty,Other Specialty Retail,SP500
UNP,Union Pacific Corporation,Rail Transportation,SP500
UAL,United Airlines Holdings,Passenger Airlines,SP500
UPS,United Parcel Service,Air Freight & Logistics,SP500
URI,United Rentals,Trading Companies & Distributors,SP500
UNH,UnitedHealth Group,Managed Health Care,SP500
UHS,Universal Health Services,Health Care Facilities,SP500
VLO,Valero Energy,Oil & Gas Refining & Marketing,SP500
VTR,Ventas,Health Care REITs,SP500
VLTO,Veralto,Environmental & Facilities Services,SP500
VRSN,Verisign,Internet Services & Infrastructure,SP500
VRSK,Verisk Analytics,Research & Consulting Services,SP500
VZ,Verizon,Integrated Telecommunication Services,SP500
VRTX,Vertex Pharmaceuticals,Biotechnology,SP500
VTRS,Viatris,Pharmaceuticals,SP500
VICI,Vici Properties,Hotel & Resort REITs,SP500
V,Visa Inc.,Transaction & Payment Processing Services,SP500
VST,Vistra Corp.,Electric Utilities,SP500
VMC,Vulcan Materials Company,Construction Materials,SP500
WRB,W. R. Berkley Corporation,Property & Casualty Insurance,SP500
GWW,W. W. Grainger,Industrial Machinery & Supplies & Components,SP500
WAB,Wabtec,Construction Machinery & Heavy Transportation Equipment,SP500
WBA,Walgreens Boots Alliance,Drug Retail,SP500
WMT,Walmart,Consumer Staples Merchandise Retail,SP500
DIS,Walt Disney Company (The),Movies & Entertainment,SP500
WBD,Warner Bros. Discovery,Broadcasting,SP500
WM,Waste Management,Environmental & Facilities Services,SP500
WAT,Waters Corporation,Life Sciences Tools & Services,SP500
WEC,WEC Energy Group,Electric Utilities,SP500
WFC,Wells Fargo,Diversified Banks,SP500
WELL,Welltower,Health Care REITs,SP500
WST,West Pharmaceutical Services,Health Care Supplies,SP500
WDC,Western Digital,"Technology Hardware, Storage & Peripherals",SP500
WY,Weyerhaeuser,Timber REITs,SP500
WSM,"Williams-Sonoma, Inc.",Homefurnishing Retail,SP500
WMB,Williams Companies,Oil & Gas Storage & Transportation,SP500
WTW,Willis Towers Watson,Insurance Brokers,SP500
WDAY,"Workday, Inc.",Application Software,SP500
WYNN,Wynn Resorts,Casinos & Gaming,SP500
XEL,Xcel Energy,Multi-Utilities,SP500
XYL,Xylem Inc.,Industrial Machinery & Supplies & Components,SP500
YUM,Yum! Brands,Restaurants,SP500
ZBRA,Zebra Technologies,Electronic Equipment & Instruments,SP500
ZBH,Zimmer Biomet,Health Care Equipment,SP500
ZTS,Zoetis,Pharmaceuticals,SP500
APP,AppLovin,Information Technology,NASDAQ100
ARM,Arm Holdings,Information Technology,NASDAQ100
ASML,ASML Holding,Information Technology,NASDAQ100
AZN,AstraZeneca,Health Care,NASDAQ100
TEAM,Atlassian,Information Technology,NASDAQ100
CCEP,Coca-Cola Europacific Partners,Consumer Staples,NASDAQ100
DDOG,Datadog,Information Technology,NASDAQ100
GFS,GlobalFoundries,Information Technology,NASDAQ100
MRVL,Marvell Technology,Information Technology,NASDAQ100
MELI,Mercado Libre,Consumer Discretionary,NASDAQ100
MSTR,MicroStrategy,Information Technology,NASDAQ100
PDD,PDD Holdings,Consumer Discretionary,NASDAQ100
SHOP,Shopify,Information Technology,NASDAQ100
TTD,Trade Desk (The),Communication Services,NASDAQ100
ZS,Zscaler,Information Technology,NASDAQ100
TXG,10x Genomics,Health Care,RUSSELL1000
AAON,AAON,Industrials,RUSSELL1000
ACHC,Acadia Healthcare,Health Care,RUSSELL1000
AYI,Acuity Brands,Industrials,RUSSELL1000
ADT,ADT Inc.,Consumer Discretionary,RUSSELL1000
AAP,Advance Auto Parts,Consumer Discretionary,RUSSELL1000
WMS,Advanced Drainage Systems,Industrials,RUSSELL1000
